time,pv_production,wind_production,consumption,spot_market_price,Status,Attack_Description,Original_Value
1/7/2020 0:00,0.0,8.76,11.99420444,0.26679,Normal,,
1/7/2020 1:00,0.0,-0.25,17.52925444,0.2662,Normal,,
1/7/2020 2:00,0.0,-0.2,14.90681556,0.2658,Normal,,
1/7/2020 3:00,0.0,0.1,17.29455667,0.26777,Normal,,
1/7/2020 4:00,0.0,9.33,17.35140667,0.27713,Normal,,
1/7/2020 5:00,0.0,19.6,12.41668556,0.27792,Normal,,
1/7/2020 6:00,0.0,17.04,14.26803222,0.29112,Normal,,
1/7/2020 7:00,0.0,22.47,21.13824222,0.29339,Normal,,
1/7/2020 8:00,0.0,17.84,19.34087778,0.29388,Normal,,
1/7/2020 9:00,0.0,10.84,22.20146,0.29477,Normal,,
1/7/2020 10:00,0.0,7.5,18.76442444,0.29516,Normal,,
1/7/2020 11:00,0.0,1.51,16.25749556,0.29703,Normal,,
1/7/2020 12:00,0.0,21.0,12.56768222,0.2991,Normal,,
1/7/2020 13:00,0.0,80.55,17.92244111,0.29881,Normal,,
1/7/2020 14:00,0.0,72.85,18.67131556,0.29526,Normal,,
1/7/2020 15:00,0.0,89.83,17.34723333,0.29457,Normal,,
1/7/2020 16:00,0.0,94.13,17.63575222,0.29309,Normal,,
1/7/2020 17:00,0.0,111.86,22.00347556,0.29359,Normal,,
1/7/2020 18:00,0.0,116.92,19.79029333,0.29024,Normal,,
1/7/2020 19:00,0.0,129.93,48.59964,0.28206,Normal,,
1/7/2020 20:00,0.0,133.53,36.74792222,0.27566,Normal,,
1/7/2020 21:00,0.0,109.75,24.24691556,0.26531,Normal,,
1/7/2020 22:00,0.0,72.21,23.81320667,0.23851,Normal,,
1/7/2020 23:00,0.0,73.24,26.76374667,0.18988,Normal,,
1/8/2020 0:00,0.0,78.33,21.22371556,0.18338,Normal,,
1/8/2020 1:00,0.0,22.78,16.32415667,0.16655,Normal,,
1/8/2020 2:00,0.0,2.24,15.67894,0.15277,Normal,,
1/8/2020 3:00,0.0,15.86,18.50041556,0.15277,Normal,,
1/8/2020 4:00,0.0,18.15,16.68368444,0.20415,Normal,,
1/8/2020 5:00,0.0,26.3,16.30778889,0.2517,Normal,,
1/8/2020 6:00,0.0,61.39,20.55730222,0.26567,Normal,,
1/8/2020 7:00,0.0,54.69,25.30034889,0.26912,Normal,,
1/8/2020 8:00,0.0,66.52,22.82516444,0.26813,Normal,,
1/8/2020 9:00,0.0,51.83,20.10653556,0.26823,Normal,,
1/8/2020 10:00,0.0,60.79,18.52763333,0.26843,Normal,,
1/8/2020 11:00,0.0,49.31,16.43207778,0.26863,Normal,,
1/8/2020 12:00,0.0,84.85,17.09756222,0.26951,Normal,,
1/8/2020 13:00,0.0,75.92,24.89887111,0.27217,Normal,,
1/8/2020 14:00,0.0,30.33,21.93409778,0.27414,Normal,,
1/8/2020 15:00,0.0,23.19,19.96983556,0.27384,Normal,,
1/8/2020 16:00,0.0,100.78,18.78431111,0.27187,Normal,,
1/8/2020 17:00,0.0,100.91,18.34976222,0.27197,Normal,,
1/8/2020 18:00,0.0,30.37,40.02736889,0.27207,Normal,,
1/8/2020 19:00,0.0,98.78,42.05716889,0.26902,Normal,,
1/8/2020 20:00,0.0,105.13,27.73874222,0.26636,Normal,,
1/8/2020 21:00,0.0,125.7,27.39037556,0.25859,Normal,,
1/8/2020 22:00,0.0,132.76,22.83004667,0.2391,Normal,,
1/8/2020 23:00,0.0,134.1,17.07492,0.21117,Normal,,
1/9/2020 0:00,0.0,146.82,16.57806778,0.20269,Normal,,
1/9/2020 1:00,0.0,145.67,20.56339556,0.19697,Normal,,
1/9/2020 2:00,0.0,141.6,18.69583111,0.20782,Normal,,
1/9/2020 3:00,0.0,116.94,18.90870667,0.23,Normal,,
1/9/2020 4:00,0.0,114.55,23.06311111,0.24538,Normal,,
1/9/2020 5:00,0.0,119.22,17.04043,0.25504,Normal,,
1/9/2020 6:00,0.0,120.88,14.64428222,0.2577,Normal,,
1/9/2020 7:00,0.0,76.39,21.12170222,0.25987,Normal,,
1/9/2020 8:00,0.0,25.25,17.98943444,0.26164,Normal,,
1/9/2020 9:00,0.0,11.97,18.42958333,0.26263,Normal,,
1/9/2020 10:00,0.0,19.88,21.56475556,0.26332,Normal,,
1/9/2020 11:00,0.0,20.17,24.53293778,0.26519,Normal,,
1/9/2020 12:00,0.0,12.69,17.91531667,0.26579,Normal,,
1/9/2020 13:00,0.2956825,26.74,19.21147778,0.26746,Normal,,
1/9/2020 14:00,0.0,27.77,21.72269333,0.26884,Normal,,
1/9/2020 15:00,0.0,45.98,21.39736889,0.26963,Normal,,
1/9/2020 16:00,0.0,49.41,24.69721556,0.26943,Normal,,
1/9/2020 17:00,0.0,45.46,21.16123333,0.26963,Normal,,
1/9/2020 18:00,0.0,44.7,18.67639111,0.26993,Normal,,
1/9/2020 19:00,0.0,42.87,46.87174222,0.26983,Normal,,
1/9/2020 20:00,0.0,40.91,43.01721333,0.2716,Normal,,
1/9/2020 21:00,0.0,47.09,20.11108222,0.26519,Normal,,
1/9/2020 22:00,0.0,49.95,22.06359333,0.26036,Normal,,
1/9/2020 23:00,0.0,44.69,26.92006889,0.2574,Normal,,
1/10/2020 0:00,0.0,41.01,16.91211,0.25621,Normal,,
1/10/2020 1:00,0.0,44.2,18.42610778,0.25483,Normal,,
1/10/2020 2:00,0.0,30.42,20.46433556,0.25562,Normal,,
1/10/2020 3:00,0.0,36.53,21.10838444,0.25868,Normal,,
1/10/2020 4:00,0.0,38.18,16.22759111,0.26609,Normal,,
1/10/2020 5:00,0.0,41.6,18.67287778,0.26125,Normal,,
1/10/2020 6:00,0.0,44.99,22.17253333,0.25937,Normal,,
1/10/2020 7:00,0.0,45.75,23.56344222,0.26086,Normal,,
1/10/2020 8:00,0.0361666,42.09,21.55978444,0.26115,Normal,,
1/10/2020 9:00,1.38575,21.66,21.05411333,0.26105,Normal,,
1/10/2020 10:00,1.1765833,5.66,22.6367,0.26115,Normal,,
1/10/2020 11:00,1.2096667,9.28,22.58246667,0.26125,Normal,,
1/10/2020 12:00,2.06925,20.07,15.82742333,0.26115,Normal,,
1/10/2020 13:00,0.4050833,31.97,21.33885556,0.26095,Normal,,
1/10/2020 14:00,0.0,11.67,23.15870444,0.26086,Normal,,
1/10/2020 15:00,0.0,12.8,25.18353111,0.25957,Normal,,
1/10/2020 16:00,0.0,13.86,22.62875333,0.25809,Normal,,
1/10/2020 17:00,0.0,12.74,56.80411556,0.26234,Normal,,
1/10/2020 18:00,0.0,29.05,26.31452667,0.26165,Normal,,
1/10/2020 19:00,0.0,28.08,21.18178889,0.26125,Normal,,
1/10/2020 20:00,0.0,12.79,18.42569667,0.26313,Normal,,
1/10/2020 21:00,0.0,10.77,18.84518889,0.26086,Normal,,
1/10/2020 22:00,0.0,17.05,17.84955222,0.25552,Normal,,
1/10/2020 23:00,0.0,16.15,16.97922111,0.26165,Normal,,
1/11/2020 0:00,0.0,34.03,17.86094,0.25662,Normal,,
1/11/2020 1:00,0.0,87.63,22.34064889,0.25465,Normal,,
1/11/2020 2:00,0.0,57.19,21.95398,0.25258,Normal,,
1/11/2020 3:00,0.0,75.35,19.16036,0.25061,Normal,,
1/11/2020 4:00,0.0,59.21,17.0543,0.24972,Normal,,
1/11/2020 5:00,0.0,79.19,14.5346,0.24903,Normal,,
1/11/2020 6:00,0.0,63.31,15.98012667,0.25061,Normal,,
1/11/2020 7:00,0.0,74.1,23.78148,0.25317,Normal,,
1/11/2020 8:00,0.0,55.86,20.25232444,0.25504,Normal,,
1/11/2020 9:00,0.0046667,86.86,17.04385,0.25495,Normal,,
1/11/2020 10:00,0.5548333,114.41,15.11714444,0.25189,Normal,,
1/11/2020 11:00,3.9580834,108.17,15.50843556,0.24844,Normal,,
1/11/2020 12:00,0.8745833,101.44,17.34344556,0.24666,Normal,,
1/11/2020 13:00,0.0,52.94,23.34899556,0.24528,Normal,,
1/11/2020 14:00,0.0,0.66,22.40787111,0.24824,Normal,,
1/11/2020 15:00,0.0,50.6,19.21401778,0.25199,Normal,,
1/11/2020 16:00,0.0,32.25,30.21215333,0.25297,Normal,,
1/11/2020 17:00,0.0,32.31,52.20916,0.2507,Normal,,
1/11/2020 18:00,0.0,59.1,20.60487333,0.24439,Normal,,
1/11/2020 19:00,0.0,37.79,26.95023111,0.23778,Normal,,
1/11/2020 20:00,0.0,23.57,20.32419111,0.22842,Normal,,
1/11/2020 21:00,0.0,39.19,21.72691333,0.21037,Normal,,
1/11/2020 22:00,0.0,14.58,18.66561556,0.19044,Normal,,
1/11/2020 23:00,0.0,20.98,17.26389111,0.19887,Normal,,
1/12/2020 0:00,0.0,20.96,15.44806,0.19155,Normal,,
1/12/2020 1:00,0.0,38.46,17.91380556,0.18156,Normal,,
1/12/2020 2:00,0.0,10.26,18.86671333,0.18136,Normal,,
1/12/2020 3:00,0.0,18.56,17.69200444,0.17968,Normal,,
1/12/2020 4:00,0.0,21.6,19.45691778,0.18453,Normal,,
1/12/2020 5:00,0.0,19.79,17.20741,0.1779,Normal,,
1/12/2020 6:00,0.0,27.69,15.74779222,0.18018,Normal,,
1/12/2020 7:00,0.0,12.07,17.90667778,0.21855,Normal,,
1/12/2020 8:00,0.003,7.63,22.09090444,0.23664,Normal,,
1/12/2020 9:00,0.5185833,35.54,18.77275111,0.23961,Normal,,
1/12/2020 10:00,1.6530833,28.71,24.00018889,0.24564,Normal,,
1/12/2020 11:00,12.4723332,4.91,24.35243111,0.24179,Normal,,
1/12/2020 12:00,11.0606667,11.97,23.60551778,0.24139,Normal,,
1/12/2020 13:00,0.3203333,11.77,19.22832444,0.24663,Normal,,
1/12/2020 14:00,0.0,2.99,20.12370444,0.2499,Normal,,
1/12/2020 15:00,0.0,13.28,23.33840444,0.25405,Normal,,
1/12/2020 16:00,0.0,33.48,38.44480444,0.26206,Normal,,
1/12/2020 17:00,0.0,34.21,37.45062222,0.26374,Normal,,
1/12/2020 18:00,0.0,30.72,23.96163778,0.2587,Normal,,
1/12/2020 19:00,0.0,24.62,18.44712333,0.25336,Normal,,
1/12/2020 20:00,0.0,59.28,15.99483889,0.25247,Normal,,
1/12/2020 21:00,0.0,38.75,16.01407,0.25197,Normal,,
1/12/2020 22:00,0.0,33.7,20.36706667,0.24001,Normal,,
1/12/2020 23:00,0.0,36.57,19.48357333,0.2227,Normal,,
1/13/2020 0:00,0.0,38.7,19.19205556,0.23645,Normal,,
1/13/2020 1:00,0.0,28.69,18.58937222,0.23694,Normal,,
1/13/2020 2:00,0.0,11.57,20.10488444,0.23991,Normal,,
1/13/2020 3:00,0.0,9.43,19.82709111,0.24732,Normal,,
1/13/2020 4:00,0.0,18.38,18.36142222,0.25702,Normal,,
1/13/2020 5:00,0.0,20.56,19.17966667,0.25405,Normal,,
1/13/2020 6:00,0.0,24.7,20.93638222,0.25247,Normal,,
1/13/2020 7:00,0.0,17.36,17.30486444,0.25326,Normal,,
1/13/2020 8:00,0.0,17.4,23.56214444,0.25385,Normal,,
1/13/2020 9:00,0.2080833,22.7,23.35690222,0.25415,Normal,,
1/13/2020 10:00,1.4148333,9.76,23.80484444,0.25286,Normal,,
1/13/2020 11:00,2.9310833,2.76,19.53973111,0.25247,Normal,,
1/13/2020 12:00,0.7814167,-0.25,17.51490444,0.25237,Normal,,
1/13/2020 13:00,0.1998334,2.75,24.06762444,0.25286,Normal,,
1/13/2020 14:00,0.0,-0.28,20.89496222,0.25286,Normal,,
1/13/2020 15:00,0.0,-0.28,24.42748889,0.25306,Normal,,
1/13/2020 16:00,0.0,-0.31,18.43860889,0.25415,Normal,,
1/13/2020 17:00,0.0,-0.31,19.58845333,0.25444,Normal,,
1/13/2020 18:00,0.0,3.69,46.76880444,0.25464,Normal,,
1/13/2020 19:00,0.0,11.42,35.30886,0.25464,Normal,,
1/13/2020 20:00,0.0,26.9,26.34802222,0.25692,Normal,,
1/13/2020 21:00,0.0,58.89,25.97783111,0.25059,Normal,,
1/13/2020 22:00,0.0,103.03,19.84578444,0.2314,Normal,,
1/13/2020 23:00,0.0,109.08,20.13413333,0.21998,Normal,,
1/14/2020 0:00,0.0,116.79,19.49306,0.18383,Normal,,
1/14/2020 1:00,0.0,131.15,18.85333778,0.18224,Normal,,
1/14/2020 2:00,0.0,130.36,18.9885,0.18175,Normal,,
1/14/2020 3:00,0.0,116.38,19.01296889,0.18323,Normal,,
1/14/2020 4:00,0.0,70.17,15.96326778,0.20116,Normal,,
1/14/2020 5:00,0.0,90.06,15.54008667,0.24395,Normal,,
1/14/2020 6:00,0.0,84.87,14.96790222,0.25306,Normal,,
1/14/2020 7:00,0.0,118.76,25.36645778,0.25593,Normal,,
1/14/2020 8:00,0.0,126.38,22.02471556,0.25543,Normal,,
1/14/2020 9:00,0.4635,123.43,21.36712,0.25464,Normal,,
1/14/2020 10:00,1.6463333,72.87,17.54461,0.25355,Normal,,
1/14/2020 11:00,6.3693333,50.68,14.48454444,0.25266,Normal,,
1/14/2020 12:00,14.505583,60.61,16.25927222,0.25355,Normal,,
1/14/2020 13:00,4.18625,73.57,18.67972667,0.25514,Normal,,
1/14/2020 14:00,0.245,26.09,17.48722889,0.25553,Normal,,
1/14/2020 15:00,0.0,9.64,20.27931778,0.25682,Normal,,
1/14/2020 16:00,0.0,3.83,17.41677778,0.25722,Normal,,
1/14/2020 17:00,0.0,11.65,15.78733222,0.25801,Normal,,
1/14/2020 18:00,0.0,20.58,39.73756,0.25652,Normal,,
1/14/2020 19:00,0.0,25.36,47.35404889,0.2488,Normal,,
1/14/2020 20:00,0.0,57.15,18.90977778,0.23592,Normal,,
1/14/2020 21:00,0.0,70.77,18.82094222,0.22087,Normal,,
1/14/2020 22:00,0.0,69.56,18.26221778,0.18937,Normal,,
1/14/2020 23:00,0.0,81.8,15.79880889,0.19024,Normal,,
1/15/2020 0:00,0.0,86.57,13.87847,0.18628,Normal,,
1/15/2020 1:00,0.0,51.61,20.06106667,0.18421,Normal,,
1/15/2020 2:00,0.0,45.58,19.74341333,0.18391,Normal,,
1/15/2020 3:00,0.0,79.51,17.55585222,0.18569,Normal,,
1/15/2020 4:00,0.0,41.95,15.20765444,0.19143,Normal,,
1/15/2020 5:00,0.0,10.86,13.85945667,0.24119,Normal,,
1/15/2020 6:00,0.0,6.09,16.90410111,0.24831,Normal,,
1/15/2020 7:00,0.0,-0.29,24.23555556,0.25207,Normal,,
1/15/2020 8:00,0.0287143,10.78,21.72124444,0.25237,Normal,,
1/15/2020 9:00,1.9974167,23.15,22.72592889,0.25069,Normal,,
1/15/2020 10:00,11.1432499,14.58,21.24489556,0.24712,Normal,,
1/15/2020 11:00,17.018,18.42,16.36181556,0.24782,Normal,,
1/15/2020 12:00,21.223667,3.65,17.61472556,0.24851,Normal,,
1/15/2020 13:00,10.621,0.86,21.82415778,0.2497,Normal,,
1/15/2020 14:00,0.1565834,-0.24,18.42655556,0.25415,Normal,,
1/15/2020 15:00,0.0,-0.29,21.36623111,0.25445,Normal,,
1/15/2020 16:00,0.0,10.17,20.7331,0.25375,Normal,,
1/15/2020 17:00,0.0,15.43,18.58379556,0.25385,Normal,,
1/15/2020 18:00,0.0,21.82,44.11178667,0.25425,Normal,,
1/15/2020 19:00,0.0,11.96,49.38724,0.24861,Normal,,
1/15/2020 20:00,0.0,10.77,23.94221111,0.24584,Normal,,
1/15/2020 21:00,0.0,26.15,23.65445333,0.23713,Normal,,
1/15/2020 22:00,0.0,74.0,25.33907333,0.22308,Normal,,
1/15/2020 23:00,0.0,80.03,25.40769333,0.21353,Normal,,
1/16/2020 0:00,0.0,53.12,14.44912222,0.21096,Normal,,
1/16/2020 1:00,0.0,10.8,16.78936667,0.21422,Normal,,
1/16/2020 2:00,0.0,18.65,16.86804667,0.21947,Normal,,
1/16/2020 3:00,0.0,20.3,18.54278889,0.22748,Normal,,
1/16/2020 4:00,0.0,41.31,16.38745222,0.2347,Normal,,
1/16/2020 5:00,0.0,29.08,18.22323778,0.24213,Normal,,
1/16/2020 6:00,0.0,19.98,19.71012667,0.24737,Normal,,
1/16/2020 7:00,0.0,11.72,25.94398,0.25113,Normal,,
1/16/2020 8:00,0.2207,14.32,21.91056667,0.25064,Normal,,
1/16/2020 9:00,2.2798334,28.51,22.15852222,0.25004,Normal,,
1/16/2020 10:00,2.2611667,16.73,16.55078667,0.24915,Normal,,
1/16/2020 11:00,1.4646667,22.0,13.08505556,0.24806,Normal,,
1/16/2020 12:00,0.207,24.93,12.55390444,0.24826,Normal,,
1/16/2020 13:00,0.16925,33.35,16.76058,0.24915,Normal,,
1/16/2020 14:00,0.0,33.66,24.41496444,0.25093,Normal,,
1/16/2020 15:00,0.0,25.02,19.83163111,0.25192,Normal,,
1/16/2020 16:00,0.0,18.14,19.51691333,0.25004,Normal,,
1/16/2020 17:00,0.0,20.37,14.87283556,0.24806,Normal,,
1/16/2020 18:00,0.0,16.5,24.14533333,0.24717,Normal,,
1/16/2020 19:00,0.0,15.9,48.87643111,0.2448,Normal,,
1/16/2020 20:00,0.0,19.59,20.10222667,0.24252,Normal,,
1/16/2020 21:00,0.0,9.04,17.94898222,0.23787,Normal,,
1/16/2020 22:00,0.0,6.27,15.92200111,0.22887,Normal,,
1/16/2020 23:00,0.0,-0.31,13.13383333,0.22679,Normal,,
1/17/2020 0:00,0.0,-0.29,14.51097667,0.22372,Normal,,
1/17/2020 1:00,0.0,-0.29,16.86535889,0.21957,Normal,,
1/17/2020 2:00,0.0,-0.31,18.56561778,0.22155,Normal,,
1/17/2020 3:00,0.0,7.16,20.37955556,0.23016,Normal,,
1/17/2020 4:00,0.0,37.7,15.16695889,0.23362,Normal,,
1/17/2020 5:00,0.0,32.14,13.25452444,0.23995,Normal,,
1/17/2020 6:00,0.0,29.54,14.11450556,0.2447,Normal,,
1/17/2020 7:00,0.0,33.9,24.44796444,0.24599,Normal,,
1/17/2020 8:00,0.0,25.95,22.22473333,0.24717,Normal,,
1/17/2020 9:00,0.0378333,9.35,21.59862,0.24826,Normal,,
1/17/2020 10:00,0.7155833,2.02,16.89776444,0.24836,Normal,,
1/17/2020 11:00,1.71625,0.0,14.58798556,0.24826,Normal,,
1/17/2020 12:00,1.4958333,0.0,20.64403111,0.24836,Normal,,
