time,pv_production,wind_production,consumption,spot_market_price
1/8/2020 8:00,0,66.52,22.82516444,0.26813
1/8/2020 9:00,0,51.83,20.10653556,0.26823
1/8/2020 10:00,0,60.79,18.52763333,0.26843
1/8/2020 11:00,0,49.31,16.43207778,0.26863
1/8/2020 12:00,0,84.85,17.09756222,0.26951
1/8/2020 13:00,0,75.92,24.89887111,0.27217
1/8/2020 14:00,0,30.33,21.93409778,0.27414
1/8/2020 15:00,0,23.19,19.96983556,0.27384
1/8/2020 16:00,0,100.78,18.78431111,0.27187
1/8/2020 17:00,0,100.91,18.34976222,0.27197
1/8/2020 18:00,0,30.37,40.02736889,0.27207
1/8/2020 19:00,0,98.78,42.05716889,0.26902
1/8/2020 20:00,0,105.13,27.73874222,0.26636
1/8/2020 21:00,0,125.7,27.39037556,0.25859
1/8/2020 22:00,0,132.76,22.83004667,0.2391
1/8/2020 23:00,0,134.1,17.07492,0.21117
1/9/2020 0:00,0,146.82,16.57806778,0.20269
1/9/2020 1:00,0,145.67,20.56339556,0.19697
1/9/2020 2:00,0,141.6,18.69583111,0.20782
1/9/2020 3:00,0,116.94,18.90870667,0.23
1/9/2020 4:00,0,114.55,23.06311111,0.24538
1/9/2020 5:00,0,119.22,17.04043,0.25504
1/9/2020 6:00,0,120.88,14.64428222,0.2577
1/9/2020 7:00,0,76.39,21.12170222,0.25987
1/9/2020 8:00,0,25.25,17.98943444,0.26164
1/9/2020 9:00,0,11.97,18.42958333,0.26263
1/9/2020 10:00,0,19.88,21.56475556,0.26332
1/9/2020 11:00,0,20.17,24.53293778,0.26519
1/9/2020 12:00,0,12.69,17.91531667,0.26579
1/9/2020 13:00,0.2956825,26.74,19.21147778,0.26746
1/9/2020 14:00,0,27.77,21.72269333,0.26884
1/9/2020 15:00,0,45.98,21.39736889,0.26963
1/9/2020 16:00,0,49.41,24.69721556,0.26943
1/9/2020 17:00,0,45.46,21.16123333,0.26963
1/9/2020 18:00,0,44.7,18.67639111,0.26993
1/9/2020 19:00,0,42.87,46.87174222,0.26983
1/9/2020 20:00,0,40.91,43.01721333,0.2716
1/9/2020 21:00,0,47.09,20.11108222,0.26519
1/9/2020 22:00,0,49.95,22.06359333,0.26036
1/9/2020 23:00,0,44.69,26.92006889,0.2574
1/10/2020 0:00,0,41.01,16.91211,0.25621
1/10/2020 1:00,0,44.2,18.42610778,0.25483
1/10/2020 2:00,0,30.42,20.46433556,0.25562
1/10/2020 3:00,0,36.53,21.10838444,0.25868
1/10/2020 4:00,0,38.18,16.22759111,0.26609
1/10/2020 5:00,0,41.6,18.67287778,0.26125
1/10/2020 6:00,0,44.99,22.17253333,0.25937
1/10/2020 7:00,0,45.75,23.56344222,0.26086
1/10/2020 8:00,0.0361666,42.09,21.55978444,0.26115
1/10/2020 9:00,1.38575,21.66,21.05411333,0.26105
1/10/2020 10:00,1.1765833,5.66,22.6367,0.26115
1/10/2020 11:00,1.2096667,9.28,22.58246667,0.26125
1/10/2020 12:00,2.06925,20.07,15.82742333,0.26115
1/10/2020 13:00,0.4050833,31.97,21.33885556,0.26095
1/10/2020 14:00,0,11.67,23.15870444,0.26086
1/10/2020 15:00,0,12.8,25.18353111,0.25957
1/10/2020 16:00,0,13.86,22.62875333,0.25809
1/10/2020 17:00,0,12.74,56.80411556,0.26234
1/10/2020 18:00,0,29.05,26.31452667,0.26165
1/10/2020 19:00,0,28.08,21.18178889,0.26125
1/10/2020 20:00,0,12.79,18.42569667,0.26313
1/10/2020 21:00,0,10.77,18.84518889,0.26086
1/10/2020 22:00,0,17.05,17.84955222,0.25552
1/10/2020 23:00,0,16.15,16.97922111,0.26165
1/11/2020 0:00,0,34.03,17.86094,0.25662
1/11/2020 1:00,0,87.63,22.34064889,0.25465
1/11/2020 2:00,0,57.19,21.95398,0.25258
1/11/2020 3:00,0,75.35,19.16036,0.25061
1/11/2020 4:00,0,59.21,17.0543,0.24972
1/11/2020 5:00,0,79.19,14.5346,0.24903
1/11/2020 6:00,0,63.31,15.98012667,0.25061
1/11/2020 7:00,0,74.1,23.78148,0.25317
1/11/2020 8:00,0,55.86,20.25232444,0.25504
1/11/2020 9:00,0.0046667,86.86,17.04385,0.25495
1/11/2020 10:00,0.5548333,114.41,15.11714444,0.25189
1/11/2020 11:00,3.9580834,108.17,15.50843556,0.24844
1/11/2020 12:00,0.8745833,101.44,17.34344556,0.24666
1/11/2020 13:00,0,52.94,23.34899556,0.24528
1/11/2020 14:00,0,0.66,22.40787111,0.24824
1/11/2020 15:00,0,50.6,19.21401778,0.25199
1/11/2020 16:00,0,32.25,30.21215333,0.25297
1/11/2020 17:00,0,32.31,52.20916,0.2507
1/11/2020 18:00,0,59.1,20.60487333,0.24439
1/11/2020 19:00,0,37.79,26.95023111,0.23778
1/11/2020 20:00,0,23.57,20.32419111,0.22842
1/11/2020 21:00,0,39.19,21.72691333,0.21037
1/11/2020 22:00,0,14.58,18.66561556,0.19044
1/11/2020 23:00,0,20.98,17.26389111,0.19887
1/12/2020 0:00,0,20.96,15.44806,0.19155
1/12/2020 1:00,0,38.46,17.91380556,0.18156
1/12/2020 2:00,0,10.26,18.86671333,0.18136
1/12/2020 3:00,0,18.56,17.69200444,0.17968
1/12/2020 4:00,0,21.6,19.45691778,0.18453
1/12/2020 5:00,0,19.79,17.20741,0.1779
1/12/2020 6:00,0,27.69,15.74779222,0.18018
1/12/2020 7:00,0,12.07,17.90667778,0.21855
1/12/2020 8:00,0.003,7.63,22.09090444,0.23664
1/12/2020 9:00,0.5185833,35.54,18.77275111,0.23961
1/12/2020 10:00,1.6530833,28.71,24.00018889,0.24564
1/12/2020 11:00,12.4723332,4.91,24.35243111,0.24179
1/12/2020 12:00,11.0606667,11.97,23.60551778,0.24139
1/12/2020 13:00,0.3203333,11.77,19.22832444,0.24663
1/12/2020 14:00,0,2.99,20.12370444,0.2499
1/12/2020 15:00,0,13.28,23.33840444,0.25405
1/12/2020 16:00,0,33.48,38.44480444,0.26206
1/12/2020 17:00,0,34.21,37.45062222,0.26374
1/12/2020 18:00,0,30.72,23.96163778,0.2587
1/12/2020 19:00,0,24.62,18.44712333,0.25336
1/12/2020 20:00,0,59.28,15.99483889,0.25247
1/12/2020 21:00,0,38.75,16.01407,0.25197
1/12/2020 22:00,0,33.7,20.36706667,0.24001
1/12/2020 23:00,0,36.57,19.48357333,0.2227
1/13/2020 0:00,0,38.7,19.19205556,0.23645
1/13/2020 1:00,0,28.69,18.58937222,0.23694
1/13/2020 2:00,0,11.57,20.10488444,0.23991
1/13/2020 3:00,0,9.43,19.82709111,0.24732
1/13/2020 4:00,0,18.38,18.36142222,0.25702
1/13/2020 5:00,0,20.56,19.17966667,0.25405
1/13/2020 6:00,0,24.7,20.93638222,0.25247
1/13/2020 7:00,0,17.36,17.30486444,0.25326
1/13/2020 8:00,0,17.4,23.56214444,0.25385
1/13/2020 9:00,0.2080833,22.7,23.35690222,0.25415
1/13/2020 10:00,1.4148333,9.76,23.80484444,0.25286
1/13/2020 11:00,2.9310833,2.76,19.53973111,0.25247
1/13/2020 12:00,0.7814167,-0.25,17.51490444,0.25237
1/13/2020 13:00,0.1998334,2.75,24.06762444,0.25286
1/13/2020 14:00,0,-0.28,20.89496222,0.25286
1/13/2020 15:00,0,-0.28,24.42748889,0.25306
1/13/2020 16:00,0,-0.31,18.43860889,0.25415
1/13/2020 17:00,0,-0.31,19.58845333,0.25444
1/13/2020 18:00,0,3.69,46.76880444,0.25464
1/13/2020 19:00,0,11.42,35.30886,0.25464
1/13/2020 20:00,0,26.9,26.34802222,0.25692
1/13/2020 21:00,0,58.89,25.97783111,0.25059
1/13/2020 22:00,0,103.03,19.84578444,0.2314
1/13/2020 23:00,0,109.08,20.13413333,0.21998
1/14/2020 0:00,0,116.79,19.49306,0.18383
1/14/2020 1:00,0,131.15,18.85333778,0.18224
1/14/2020 2:00,0,130.36,18.9885,0.18175
1/14/2020 3:00,0,116.38,19.01296889,0.18323
1/14/2020 4:00,0,70.17,15.96326778,0.20116
1/14/2020 5:00,0,90.06,15.54008667,0.24395
1/14/2020 6:00,0,84.87,14.96790222,0.25306
1/14/2020 7:00,0,118.76,25.36645778,0.25593
1/14/2020 8:00,0,126.38,22.02471556,0.25543
1/14/2020 9:00,0.4635,123.43,21.36712,0.25464
1/14/2020 10:00,1.6463333,72.87,17.54461,0.25355
1/14/2020 11:00,6.3693333,50.68,14.48454444,0.25266
1/14/2020 12:00,14.505583,60.61,16.25927222,0.25355
1/14/2020 13:00,4.18625,73.57,18.67972667,0.25514
1/14/2020 14:00,0.245,26.09,17.48722889,0.25553
1/14/2020 15:00,0,9.64,20.27931778,0.25682
1/14/2020 16:00,0,3.83,17.41677778,0.25722
1/14/2020 17:00,0,11.65,15.78733222,0.25801
1/14/2020 18:00,0,20.58,39.73756,0.25652
1/14/2020 19:00,0,25.36,47.35404889,0.2488
1/14/2020 20:00,0,57.15,18.90977778,0.23592
1/14/2020 21:00,0,70.77,18.82094222,0.22087
1/14/2020 22:00,0,69.56,18.26221778,0.18937
1/14/2020 23:00,0,81.8,15.79880889,0.19024
1/15/2020 0:00,0,86.57,13.87847,0.18628
1/15/2020 1:00,0,51.61,20.06106667,0.18421
1/15/2020 2:00,0,45.58,19.74341333,0.18391
1/15/2020 3:00,0,79.51,17.55585222,0.18569
1/15/2020 4:00,0,41.95,15.20765444,0.19143
1/15/2020 5:00,0,10.86,13.85945667,0.24119
1/15/2020 6:00,0,6.09,16.90410111,0.24831
1/15/2020 7:00,0,-0.29,24.23555556,0.25207
1/15/2020 8:00,0.0287143,10.78,21.72124444,0.25237
1/15/2020 9:00,1.9974167,23.15,22.72592889,0.25069
1/15/2020 10:00,11.1432499,14.58,21.24489556,0.24712
1/15/2020 11:00,17.018,18.42,16.36181556,0.24782
1/15/2020 12:00,21.223667,3.65,17.61472556,0.24851
1/15/2020 13:00,10.621,0.86,21.82415778,0.2497
1/15/2020 14:00,0.1565834,-0.24,18.42655556,0.25415
1/15/2020 15:00,0,-0.29,21.36623111,0.25445
1/15/2020 16:00,0,10.17,20.7331,0.25375
1/15/2020 17:00,0,15.43,18.58379556,0.25385
1/15/2020 18:00,0,21.82,44.11178667,0.25425
1/15/2020 19:00,0,11.96,49.38724,0.24861
1/15/2020 20:00,0,10.77,23.94221111,0.24584
1/15/2020 21:00,0,26.15,23.65445333,0.23713
1/15/2020 22:00,0,74,25.33907333,0.22308
1/15/2020 23:00,0,80.03,25.40769333,0.21353
1/16/2020 0:00,0,53.12,14.44912222,0.21096
1/16/2020 1:00,0,10.8,16.78936667,0.21422
1/16/2020 2:00,0,18.65,16.86804667,0.21947
1/16/2020 3:00,0,20.3,18.54278889,0.22748
1/16/2020 4:00,0,41.31,16.38745222,0.2347
1/16/2020 5:00,0,29.08,18.22323778,0.24213
1/16/2020 6:00,0,19.98,19.71012667,0.24737
1/16/2020 7:00,0,11.72,25.94398,0.25113
1/16/2020 8:00,0.2207,14.32,21.91056667,0.25064
1/16/2020 9:00,2.2798334,28.51,22.15852222,0.25004
1/16/2020 10:00,2.2611667,16.73,16.55078667,0.24915
1/16/2020 11:00,1.4646667,22,13.08505556,0.24806
1/16/2020 12:00,0.207,24.93,12.55390444,0.24826
1/16/2020 13:00,0.16925,33.35,16.76058,0.24915
1/16/2020 14:00,0,33.66,24.41496444,0.25093
1/16/2020 15:00,0,25.02,19.83163111,0.25192
1/16/2020 16:00,0,18.14,19.51691333,0.25004
1/16/2020 17:00,0,20.37,14.87283556,0.24806
1/16/2020 18:00,0,16.5,24.14533333,0.24717
1/16/2020 19:00,0,15.9,48.87643111,0.2448
1/16/2020 20:00,0,19.59,20.10222667,0.24252
1/16/2020 21:00,0,9.04,17.94898222,0.23787
1/16/2020 22:00,0,6.27,15.92200111,0.22887
1/16/2020 23:00,0,-0.31,13.13383333,0.22679
1/17/2020 0:00,0,-0.29,14.51097667,0.22372
1/17/2020 1:00,0,-0.29,16.86535889,0.21957
1/17/2020 2:00,0,-0.31,18.56561778,0.22155
1/17/2020 3:00,0,7.16,20.37955556,0.23016
1/17/2020 4:00,0,37.7,15.16695889,0.23362
1/17/2020 5:00,0,32.14,13.25452444,0.23995
1/17/2020 6:00,0,29.54,14.11450556,0.2447
1/17/2020 7:00,0,33.9,24.44796444,0.24599
1/17/2020 8:00,0,25.95,22.22473333,0.24717
1/17/2020 9:00,0.0378333,9.35,21.59862,0.24826
1/17/2020 10:00,0.7155833,2.02,16.89776444,0.24836
1/17/2020 11:00,1.71625,0,14.58798556,0.24826
1/17/2020 12:00,1.4958333,0,20.64403111,0.24836
1/17/2020 13:00,0.5065,0,26.05689556,0.24846
1/17/2020 14:00,0,0,20.49789556,0.24965
1/17/2020 15:00,0,0,20.52721556,0.25351
1/17/2020 16:00,0,0,17.30464556,0.254
1/17/2020 17:00,0,0,22.82982,0.25232
1/17/2020 18:00,0,0,52.27358222,0.24905
1/17/2020 19:00,0,-0.07,25.50466222,0.24539
1/17/2020 20:00,0,-0.05,23.22374889,0.2444
1/17/2020 21:00,0,-0.1,24.62544889,0.24223
1/17/2020 22:00,0,-0.19,21.55926889,0.23807
1/17/2020 23:00,0,-0.06,17.26268,0.2192
1/18/2020 0:00,0,-0.13,15.43144444,0.22781
1/18/2020 1:00,0,-0.12,17.86042222,0.22009
1/18/2020 2:00,0,-0.13,19.78380889,0.22375
1/18/2020 3:00,0,-0.15,17.20859,0.22335
1/18/2020 4:00,0,-0.2,17.72454444,0.22276
1/18/2020 5:00,0,-0.19,16.47119,0.22078
1/18/2020 6:00,0,-0.21,18.63234444,0.22504
1/18/2020 7:00,0,-0.25,23.09798222,0.22939
1/18/2020 8:00,0,-0.23,19.68713778,0.23335
1/18/2020 9:00,1.0931667,-0.22,23.53002667,0.23602
1/18/2020 10:00,5.1391666,-0.22,26.56807778,0.23513
1/18/2020 11:00,5.6714166,-0.21,21.58027333,0.23374
1/18/2020 12:00,4.1075002,-0.22,17.02681556,0.23226
1/18/2020 13:00,0.71175,-0.17,20.63841333,0.23275
1/18/2020 14:00,0.1626667,-0.16,20.34275778,0.23592
1/18/2020 15:00,0,-0.19,19.88728,0.2382
1/18/2020 16:00,0,-0.18,17.03525556,0.24087
1/18/2020 17:00,0,-0.18,25.52049111,0.23879
1/18/2020 18:00,0,-0.13,62.97776889,0.23572
1/18/2020 19:00,0,-0.15,44.80468,0.23147
1/18/2020 20:00,0,-0.1,23.73107556,0.22899
1/18/2020 21:00,0,-0.11,25.74615111,0.22889
1/18/2020 22:00,0,-0.15,24.2078,0.22424
1/18/2020 23:00,0,-0.04,23.48341778,0.22006
1/19/2020 0:00,0,81.74,20.07829556,0.21631
1/19/2020 1:00,0,106.05,19.68553556,0.21413
1/19/2020 2:00,0,111.18,16.95495556,0.21255
1/19/2020 3:00,0,105.32,17.71982778,0.21334
1/19/2020 4:00,0,102.93,16.92114,0.21621
1/19/2020 5:00,0,122.47,17.19472889,0.21868
1/19/2020 6:00,0,136.01,18.48193778,0.21818
1/19/2020 7:00,0,115.43,25.20756667,0.22095
1/19/2020 8:00,0,93.56,24.82168,0.22361
1/19/2020 9:00,0.31875,89.33,24.28876,0.22717
1/19/2020 10:00,1.91425,70.94,27.13271556,0.22786
1/19/2020 11:00,2.6258334,57.91,21.61429333,0.22766
1/19/2020 12:00,1.4774167,37.64,20.53411778,0.22756
1/19/2020 13:00,0.8019167,33.91,23.16719111,0.22618
1/19/2020 14:00,0,37.81,24.95618667,0.22993
1/19/2020 15:00,0,10.33,25.35632889,0.23566
1/19/2020 16:00,0,19.85,21.31194222,0.23793
1/19/2020 17:00,0,29.23,31.97424222,0.23743
1/19/2020 18:00,0,28.38,51.26171111,0.23615
1/19/2020 19:00,0,37.3,26.25926,0.23299
1/19/2020 20:00,0,34.08,24.53419111,0.23368
1/19/2020 21:00,0,18.27,22.23118,0.23161
1/19/2020 22:00,0,20.73,22.95625333,0.22805
1/19/2020 23:00,0,30.78,19.82177111,0.22371
1/20/2020 0:00,0,21.29,13.76261778,0.22055
1/20/2020 1:00,0,20.46,16.32114667,0.2166
1/20/2020 2:00,0,36.48,16.75452222,0.21601
1/20/2020 3:00,0,40.5,17.41004333,0.21937
1/20/2020 4:00,0,28.92,14.74180111,0.22736
1/20/2020 5:00,0,18.43,15.62157556,0.22499
1/20/2020 6:00,0,16.33,16.80057,0.22954
1/20/2020 7:00,0,20.43,21.84995111,0.22993
1/20/2020 8:00,0,22.28,23.31562444,0.22973
1/20/2020 9:00,0,29.7,21.73848667,0.22973
1/20/2020 10:00,0.2424166,31.99,17.69893,0.22954
1/20/2020 11:00,0.5603334,36.57,15.903,0.23023
1/20/2020 12:00,0.4161666,39.84,13.75576889,0.23052
1/20/2020 13:00,0.245,32.95,15.96375556,0.23033
1/20/2020 14:00,0,-0.34,23.41212,0.23092
1/20/2020 15:00,0,-0.1,23.03917333,0.23161
1/20/2020 16:00,0,0,13.87258667,0.23042
1/20/2020 17:00,0,0,13.34490111,0.23112
1/20/2020 18:00,0,0,40.59670667,0.22618
1/20/2020 19:00,0,0,47.13812444,0.21601
1/20/2020 20:00,0,0,23.95607556,0.21009
1/20/2020 21:00,0,0,27.60360667,0.19992
1/20/2020 22:00,0,3.09,22.74162444,0.17692
1/20/2020 23:00,0,131.77,15.89838667,0.17723
1/21/2020 0:00,0,40.41,12.86287667,0.17674
1/21/2020 1:00,0,45.06,16.50442556,0.17466
1/21/2020 2:00,0,38,15.44585,0.17545
1/21/2020 3:00,0,38.96,16.06244667,0.19176
1/21/2020 4:00,0,54.49,16.08512111,0.19433
1/21/2020 5:00,0,69.31,13.61929111,0.2054
1/21/2020 6:00,0,95.92,15.02591222,0.2145
1/21/2020 7:00,0,123.67,26.73927111,0.21796
1/21/2020 8:00,0,96.12,19.81039778,0.21716
1/21/2020 9:00,0.88175,126.34,22.32888,0.21687
1/21/2020 10:00,1.46,105.45,20.44542667,0.21628
1/21/2020 11:00,1.2256666,128.32,16.21805556,0.21736
1/21/2020 12:00,0.1996667,132,16.84564,0.21716
1/21/2020 13:00,0.0238333,136.21,22.42846889,0.21746
1/21/2020 14:00,0,117.16,22.98897333,0.21865
1/21/2020 15:00,0,64.4,24.21383778,0.21973
1/21/2020 16:00,0,64.53,21.35006444,0.21944
1/21/2020 17:00,0,108.02,20.51637111,0.21914
1/21/2020 18:00,0,123.85,31.15802889,0.21746
1/21/2020 19:00,0,115.46,61.89682222,0.20896
1/21/2020 20:00,0,139.06,27.99928667,0.20649
1/21/2020 21:00,0,144.88,23.53918,0.19749
1/21/2020 22:00,0,128.94,25.06343778,0.18474
